"account_number","suite","house_number","street_name","garage","neighbourhood_id","neighbourhood","ward","assessed_value","latitude","longitude","point_location","tax_class_pct_1","tax_class_pct_2","tax_class_pct_3","mill_class_1","mill_class_2","mill_class_3"
"1125590",,"291","LYNNWOOD WAY NW","Y","4280","LYNNWOOD","sipiwiyiniwak Ward","369500","53.51591738522528","-113.57855245745257","POINT (-113.57855245745257 53.51591738522528)","100",,,"RESIDENTIAL",,
"1316314",,"9612","162 STREET NW","Y","4180","GLENWOOD","Nakota Isga Ward","291500","53.53355817640242","-113.6013716637706","POINT (-113.6013716637706 53.53355817640242)","100",,,"RESIDENTIAL",,
"1122977",,"2461","76 AVENUE NW","N","6690","SOUTHEAST INDUSTRIAL","Sspomitapi Ward","8061500","53.51021031773005","-113.38064892369319","POINT (-113.38064892369319 53.51021031773005)","100",,,"COMMERCIAL",,
"1264241","203","14808","26 STREET NW","N","2280","FRASER","Dene Ward","66500","53.61197346411985","-113.37948128519791","POINT (-113.37948128519791 53.61197346411985)","100",,,"RESIDENTIAL",,
"1017391",,"1046","106 STREET NW","Y","5030","BEARSPAW","Ipiihkoohkanipiaohtsi Ward","486500","53.440886163268864","-113.49886193754146","POINT (-113.49886193754146 53.440886163268864)","100",,,"RESIDENTIAL",,
"1362466",,"9944","160 STREET NW","Y","4180","GLENWOOD","Nakota Isga Ward","356000","53.538753612443706","-113.59782843158636","POINT (-113.59782843158636 53.538753612443706)","100",,,"RESIDENTIAL",,
"1179829",,"16222","86 AVENUE NW","Y","4140","ELMWOOD","sipiwiyiniwak Ward","309000","53.51881878683333","-113.60381389224676","POINT (-113.60381389224676 53.51881878683333)","100",,,"RESIDENTIAL",,
"1016120",,"35","WOLF CRESCENT NW","Y","4610","WESTRIDGE","sipiwiyiniwak Ward","897500","53.50560747782771","-113.5973169112683","POINT (-113.5973169112683 53.50560747782771)","100",,,"RESIDENTIAL",,
"1033273",,"8331","80 AVENUE NW","Y","6360","KING EDWARD PARK","Métis Ward","349000","53.515817169578966","-113.45672784049667","POINT (-113.45672784049667 53.515817169578966)","100",,,"RESIDENTIAL",,
"1010602",,"89","WESTRIDGE ROAD NW","Y","4610","WESTRIDGE","sipiwiyiniwak Ward","680500","53.50691198534076","-113.61353164697306","POINT (-113.61353164697306 53.50691198534076)","100",,,"RESIDENTIAL",,
"1297753","901","12841","65 STREET NW","N","2080","BELVEDERE","Dene Ward","55500","53.58718248293548","-113.4408550973522","POINT (-113.4408550973522 53.58718248293548)","100",,,"RESIDENTIAL",,
"1176973",,"8602","164 STREET NW","Y","4140","ELMWOOD","sipiwiyiniwak Ward","318500","53.518743655579755","-113.60585491936388","POINT (-113.60585491936388 53.518743655579755)","100",,,"RESIDENTIAL",,
"1115120",,"15006","RIO TERRACE DRIVE NW","Y","4430","RIO TERRACE","sipiwiyiniwak Ward","831500","53.50718215606695","-113.58056314012096","POINT (-113.58056314012096 53.50718215606695)","100",,,"RESIDENTIAL",,
"1041235","203","11330","108 AVENUE NW","N","1180","QUEEN MARY PARK","O-day'min Ward","132000","53.55324026424178","-113.51710541219413","POINT (-113.51710541219413 53.55324026424178)","100",,,"RESIDENTIAL",,
"1305598","43","4610","17 AVENUE NW","N","6580","POLLARD MEADOWS","Sspomitapi Ward","179000","53.44696807240939","-113.40822238136654","POINT (-113.40822238136654 53.44696807240939)","100",,,"RESIDENTIAL",,
"1074152",,"504","65 AVENUE NW","Y","6420","MAPLE RIDGE INDUSTRIAL","Sspomitapi Ward","1363000","53.50287611467621","-113.35033033674992","POINT (-113.35033033674992 53.50287611467621)","57","43",,"COMMERCIAL","RESIDENTIAL",
"1086222","604","12141","JASPER AVENUE NW","N","1150","OLIVER","O-day'min Ward","124500","53.540771906982826","-113.5321360279101","POINT (-113.5321360279101 53.540771906982826)","100",,,"RESIDENTIAL",,
"1358944",,"15816","100 AVENUE NW","Y","4180","GLENWOOD","Nakota Isga Ward","266500","53.539557301962255","-113.59465863989163","POINT (-113.59465863989163 53.539557301962255)","100",,,"RESIDENTIAL",,
"1050749",,"14808","35 STREET NW","Y","2430","KIRKNESS","Dene Ward","368500","53.61113458044877","-113.39535036575771","POINT (-113.39535036575771 53.61113458044877)","100",,,"RESIDENTIAL",,
"1183011",,"8911","157 STREET NW","Y","4310","MEADOWLARK PARK","sipiwiyiniwak Ward","487500","53.524165415437054","-113.5925533499444","POINT (-113.5925533499444 53.524165415437054)","100",,,"RESIDENTIAL",,
"1086735","1402","12141","JASPER AVENUE NW","N","1150","OLIVER","O-day'min Ward","92000","53.540771906982826","-113.5321360279101","POINT (-113.5321360279101 53.540771906982826)","100",,,"RESIDENTIAL",,
"1057306",,"454","KIRKPATRICK CRESCENT NW","Y","6370","KINISKI GARDENS","Sspomitapi Ward","318500","53.48074090611894","-113.40238482248287","POINT (-113.40238482248287 53.48074090611894)","100",,,"RESIDENTIAL",,
"1285451","312","10145","121 STREET NW","N","1150","OLIVER","O-day'min Ward","87500","53.542161896253226","-113.53018329065722","POINT (-113.53018329065722 53.542161896253226)","100",,,"RESIDENTIAL",,
"1290261","301","17132","63 AVENUE NW","N","4080","CALLINGWOOD SOUTH","sipiwiyiniwak Ward","95000","53.49898412109566","-113.61930247119706","POINT (-113.61930247119706 53.49898412109566)","100",,,"RESIDENTIAL",,
"1144286",,"8109","159 STREET NW","N","4280","LYNNWOOD","sipiwiyiniwak Ward","317500","53.51601011353775","-113.59618468374154","POINT (-113.59618468374154 53.51601011353775)","100",,,"RESIDENTIAL",,
"1157445",,"8011","161 STREET NW","Y","4140","ELMWOOD","sipiwiyiniwak Ward","371500","53.514482496811524","-113.5992678846251","POINT (-113.5992678846251 53.514482496811524)","100",,,"RESIDENTIAL",,
"1085745","1705","12121","JASPER AVENUE NW","N","1150","OLIVER","O-day'min Ward","124500","53.540771906982826","-113.5321360279101","POINT (-113.5321360279101 53.540771906982826)","100",,,"RESIDENTIAL",,
"1094309",,"286","HEATH ROAD NW","Y","5230","HENDERSON ESTATES","pihêsiwin Ward","494000","53.46368476666282","-113.6002842040887","POINT (-113.6002842040887 53.46368476666282)","100",,,"RESIDENTIAL",,
"1007608",,"8323","152B AVENUE NW","Y","2260","EVANSDALE","tastawiyiniwak Ward","348500","53.61427478611038","-113.46951627995438","POINT (-113.46951627995438 53.61427478611038)","100",,,"RESIDENTIAL",,
"1224112","4","11115","27 AVENUE NW","N","5060","BLUE QUILL","Ipiihkoohkanipiaohtsi Ward","237000","53.458207330135366","-113.51777707261711","POINT (-113.51777707261711 53.458207330135366)","100",,,"RESIDENTIAL",,
"1287572",,"9332","153 STREET NW","Y","4500","SHERWOOD","sipiwiyiniwak Ward","338500","53.52940646711248","-113.58555046876508","POINT (-113.58555046876508 53.52940646711248)","100",,,"RESIDENTIAL",,
"1339100",,"9560","163 STREET NW","N","4180","GLENWOOD","Nakota Isga Ward","9166000","53.53348830529201","-113.60356090697935","POINT (-113.60356090697935 53.53348830529201)","100",,,"OTHER RESIDENTIAL",,
"1041060",,"11912","140 AVENUE NW","N","3090","CARLISLE","Anirniq Ward","316500","53.602155994671335","-113.52625320775144","POINT (-113.52625320775144 53.602155994671335)","100",,,"RESIDENTIAL",,
"1189984",,,,"N","1150","OLIVER","O-day'min Ward","8000","53.54033965527479","-113.52550829517108","POINT (-113.52550829517108 53.54033965527479)","100",,,"RESIDENTIAL",,
"1089846",,"16103","78A AVENUE NW","Y","4390","PATRICIA HEIGHTS","sipiwiyiniwak Ward","429000","53.51093313389953","-113.59997123981923","POINT (-113.59997123981923 53.51093313389953)","100",,,"RESIDENTIAL",,
"1084995","507","12121","JASPER AVENUE NW","N","1150","OLIVER","O-day'min Ward","114000","53.540771906982826","-113.5321360279101","POINT (-113.5321360279101 53.540771906982826)","100",,,"RESIDENTIAL",,
"1177369",,"16425","87 AVENUE NW","Y","4140","ELMWOOD","sipiwiyiniwak Ward","287500","53.51920105012855","-113.60827655898058","POINT (-113.60827655898058 53.51920105012855)","100",,,"RESIDENTIAL",,
"1285139","1403","9816","112 STREET NW","N","1150","OLIVER","O-day'min Ward","208500","53.53612037305204","-113.51449232375236","POINT (-113.51449232375236 53.53612037305204)","100",,,"RESIDENTIAL",,
"1332246",,"9907","165 STREET NW","Y","4180","GLENWOOD","Nakota Isga Ward","334000","53.53782379145734","-113.60550267374124","POINT (-113.60550267374124 53.53782379145734)","100",,,"RESIDENTIAL",,
"1303999",,"152","WALKER ROAD NW","Y","4360","OLESKIW","sipiwiyiniwak Ward","518500","53.50072748663252","-113.60813857098304","POINT (-113.60813857098304 53.50072748663252)","100",,,"RESIDENTIAL",,
"1264878","P126","14808","26 STREET NW","N","2280","FRASER","Dene Ward","4500","53.61197346411985","-113.37948128519791","POINT (-113.37948128519791 53.61197346411985)","100",,,"RESIDENTIAL",,
"1247220","412","4810","MILL WOODS ROAD SOUTH NW","N","6580","POLLARD MEADOWS","Sspomitapi Ward","86500","53.446066565934494","-113.41424176621011","POINT (-113.41424176621011 53.446066565934494)","100",,,"RESIDENTIAL",,
"1173426",,"17413","92 AVENUE NW","N","4520","SUMMERLEA","sipiwiyiniwak Ward","205500","53.526961390955826","-113.62135154222524","POINT (-113.62135154222524 53.526961390955826)","100",,,"RESIDENTIAL",,
"1267533",,"9026","151 STREET NW","Y","4230","JASPER PARK","sipiwiyiniwak Ward","325500","53.52394171608111","-113.5820451538793","POINT (-113.5820451538793 53.52394171608111)","100",,,"RESIDENTIAL",,
"1222157","30","2115","118 STREET NW","N","5460","SKYRATTLER","Ipiihkoohkanipiaohtsi Ward","166000","53.45106722291874","-113.52948864664086","POINT (-113.52948864664086 53.45106722291874)","100",,,"RESIDENTIAL",,
"1082684",,,,"N","1150","OLIVER","O-day'min Ward","8000","53.540771906982826","-113.5321360279101","POINT (-113.5321360279101 53.540771906982826)","100",,,"RESIDENTIAL",,
"1015908",,"10447","16 AVENUE NW","Y","5030","BEARSPAW","Ipiihkoohkanipiaohtsi Ward","412500","53.446081994639925","-113.49675529948806","POINT (-113.49675529948806 53.446081994639925)","100",,,"RESIDENTIAL",,
"1091305",,"16512","78 AVENUE NW","Y","4390","PATRICIA HEIGHTS","sipiwiyiniwak Ward","643000","53.511237166550494","-113.6062429036262","POINT (-113.6062429036262 53.511237166550494)","100",,,"RESIDENTIAL",,
"1299668",,"9244","151 STREET NW","Y","4500","SHERWOOD","sipiwiyiniwak Ward","275500","53.527990212319175","-113.58204235016571","POINT (-113.58204235016571 53.527990212319175)","100",,,"RESIDENTIAL",,
"1151539",,"16209","86 AVENUE NW","Y","4140","ELMWOOD","sipiwiyiniwak Ward","391000","53.51833545148292","-113.60243194688998","POINT (-113.60243194688998 53.51833545148292)","100",,,"RESIDENTIAL",,
"1279058",,"9405","154 STREET NW","N","4500","SHERWOOD","sipiwiyiniwak Ward","321000","53.530285916129486","-113.58631997117668","POINT (-113.58631997117668 53.530285916129486)","100",,,"RESIDENTIAL",,
"1135136",,"15224","81 AVENUE NW","Y","4280","LYNNWOOD","sipiwiyiniwak Ward","622500","53.51433605492069","-113.58571947253652","POINT (-113.58571947253652 53.51433605492069)","100",,,"RESIDENTIAL",,
"1001007",,"130","GRANDISLE ROAD NW","N","4463","RIVERVIEW AREA","sipiwiyiniwak Ward","7000","53.43600571293653","-113.6495717945134","POINT (-113.6495717945134 53.43600571293653)","100",,,"FARMLAND",,
"1235803","13","17409","95 STREET NW","N","2450","LAGO LINDO","tastawiyiniwak Ward","139000","53.63696952747644","-113.48700761284312","POINT (-113.48700761284312 53.63696952747644)","100",,,"RESIDENTIAL",,
"1171362","39","3115","119 STREET NW","N","5490","SWEET GRASS","Ipiihkoohkanipiaohtsi Ward","210000","53.4628008739653","-113.5375250781339","POINT (-113.5375250781339 53.4628008739653)","100",,,"RESIDENTIAL",,
"1056126",,"4111","41 STREET NW","Y","6370","KINISKI GARDENS","Sspomitapi Ward","331000","53.47753474214654","-113.40308956924883","POINT (-113.40308956924883 53.47753474214654)","100",,,"RESIDENTIAL",,
"1324961","302","12411","LANSDOWNE DRIVE NW","N","5260","LANSDOWNE","papastew Ward","89000","53.483949009797556","-113.5433526728453","POINT (-113.5433526728453 53.483949009797556)","100",,,"RESIDENTIAL",,
"1304112",,"131","WALKER ROAD NW","Y","4360","OLESKIW","sipiwiyiniwak Ward","502500","53.500175285405206","-113.60717203942383","POINT (-113.60717203942383 53.500175285405206)","100",,,"RESIDENTIAL",,
"1141647",,"15720","84 AVENUE NW","N","4280","LYNNWOOD","sipiwiyiniwak Ward","322000","53.517792839091705","-113.59395211210295","POINT (-113.59395211210295 53.517792839091705)","100",,,"RESIDENTIAL",,
"1291343","8","9420","149 STREET NW","N","4500","SHERWOOD","sipiwiyiniwak Ward","54000","53.53067640218667","-113.57851215939672","POINT (-113.57851215939672 53.53067640218667)","100",,,"RESIDENTIAL",,
"1292432",,"9830","152 STREET NW","N","4580","WEST JASPER PLACE","Nakota Isga Ward","256000","53.537018319599255","-113.5837819862955","POINT (-113.5837819862955 53.537018319599255)","100",,,"RESIDENTIAL",,
"1094572",,"125","HEALY ROAD NW","Y","5230","HENDERSON ESTATES","pihêsiwin Ward","720000","53.46329356449196","-113.59594098692112","POINT (-113.59594098692112 53.46329356449196)","100",,,"RESIDENTIAL",,
"1205368","50","1904","48 STREET NW","N","6580","POLLARD MEADOWS","Sspomitapi Ward","171000","53.45079162553817","-113.4151971321343","POINT (-113.4151971321343 53.45079162553817)","100",,,"RESIDENTIAL",,
"1289750","204","6315","172 STREET NW","N","4080","CALLINGWOOD SOUTH","sipiwiyiniwak Ward","93500","53.49898412109566","-113.61930247119706","POINT (-113.61930247119706 53.49898412109566)","100",,,"RESIDENTIAL",,
"1096221",,"17907","92A STREET NW","N","2450","LAGO LINDO","tastawiyiniwak Ward","278500","53.64259411970728","-113.48285927205463","POINT (-113.48285927205463 53.64259411970728)","100",,,"RESIDENTIAL",,
"1097138",,"17832","93 STREET NW","Y","2450","LAGO LINDO","tastawiyiniwak Ward","359000","53.6416045741069","-113.48505722383213","POINT (-113.48505722383213 53.6416045741069)","100",,,"RESIDENTIAL",,
"1191055",,"17516","92 STREET NW","Y","2450","LAGO LINDO","tastawiyiniwak Ward","492000","53.6377166426058","-113.48312247478468","POINT (-113.48312247478468 53.6377166426058)","100",,,"RESIDENTIAL",,
"1206549",,"15917","92A AVENUE NW","Y","4310","MEADOWLARK PARK","sipiwiyiniwak Ward","372500","53.527283809140904","-113.59596014976914","POINT (-113.59596014976914 53.527283809140904)","100",,,"RESIDENTIAL",,
"1120088",,"22944","112 AVENUE NW","N","4670","WINTERBURN INDUSTRIAL AREA WEST","Nakota Isga Ward","634500","53.56060069610908","-113.71188575599626","POINT (-113.71188575599626 53.56060069610908)","100",,,"COMMERCIAL",,
"1270719",,"8731","151 STREET NW","Y","4230","JASPER PARK","sipiwiyiniwak Ward","419000","53.520704899880556","-113.58106049329423","POINT (-113.58106049329423 53.520704899880556)","100",,,"RESIDENTIAL",,
"1152586",,"16205","84 AVENUE NW","Y","4140","ELMWOOD","sipiwiyiniwak Ward","336000","53.517497191763916","-113.6019746229479","POINT (-113.6019746229479 53.517497191763916)","100",,,"RESIDENTIAL",,
"1018563",,"7550","100 STREET NW","N","6110","CPR IRVINE","papastew Ward","634500","53.51241302124417","-113.48912970734995","POINT (-113.48912970734995 53.51241302124417)","100",,,"COMMERCIAL",,
"1142264",,"18716","70 AVENUE NW","Y","4270","LYMBURN","sipiwiyiniwak Ward","389500","53.504034403499","-113.64693483142842","POINT (-113.64693483142842 53.504034403499)","100",,,"RESIDENTIAL",,
"1225192",,"2023","108 STREET NW","N","5250","KEHEEWIN","Ipiihkoohkanipiaohtsi Ward","325500","53.45124436171314","-113.50513330547763","POINT (-113.50513330547763 53.45124436171314)","100",,,"RESIDENTIAL",,
"1130483",,"15221","82 AVENUE NW","Y","4280","LYNNWOOD","sipiwiyiniwak Ward","555500","53.514790049576874","-113.58413358060677","POINT (-113.58413358060677 53.514790049576874)","100",,,"RESIDENTIAL",,
"1092899",,"455","HEFFERNAN DRIVE NW","Y","5230","HENDERSON ESTATES","pihêsiwin Ward","916500","53.4684986568946","-113.60115728510193","POINT (-113.60115728510193 53.4684986568946)","100",,,"RESIDENTIAL",,
"1085422","1201","12121","JASPER AVENUE NW","N","1150","OLIVER","O-day'min Ward","121000","53.540771906982826","-113.5321360279101","POINT (-113.5321360279101 53.540771906982826)","100",,,"RESIDENTIAL",,
"1225457",,"16602","90 AVENUE NW","Y","4590","WEST MEADOWLARK PARK","sipiwiyiniwak Ward","346000","53.52552768725726","-113.6090257099756","POINT (-113.6090257099756 53.52552768725726)","100",,,"RESIDENTIAL",,
"1117084",,"124","WOODBEND WYND NW","Y","4464","THE UPLANDS","sipiwiyiniwak Ward","837000","53.46761614176037","-113.65985827860446","POINT (-113.65985827860446 53.46761614176037)","100",,,"RESIDENTIAL",,
"1038470","504","8310","JASPER AVENUE NW","N","1070","CROMDALE","Métis Ward","96000","53.55628818315935","-113.46957199212594","POINT (-113.46957199212594 53.55628818315935)","100",,,"RESIDENTIAL",,
"1169945","123","16725","106 STREET NW","N","3030","BATURYN","tastawiyiniwak Ward","164500","53.62981153409209","-113.50471561757047","POINT (-113.50471561757047 53.62981153409209)","100",,,"RESIDENTIAL",,
"1064682","104","11115","80 AVENUE NW","N","5200","GARNEAU","papastew Ward","241500","53.51584446927477","-113.51864046956135","POINT (-113.51864046956135 53.51584446927477)","100",,,"RESIDENTIAL",,
"1290550","202","17131","63 AVENUE NW","N","4080","CALLINGWOOD SOUTH","sipiwiyiniwak Ward","94000","53.49898412109566","-113.61930247119706","POINT (-113.61930247119706 53.49898412109566)","100",,,"RESIDENTIAL",,
"1082239",,,,"N","1150","OLIVER","O-day'min Ward","8000","53.540771906982826","-113.5321360279101","POINT (-113.5321360279101 53.540771906982826)","100",,,"RESIDENTIAL",,
"1164060",,"18955","82 AVENUE NW","Y","4020","ALDERGROVE","Nakota Isga Ward","374500","53.515717040757785","-113.65116741032543","POINT (-113.65116741032543 53.515717040757785)","100",,,"RESIDENTIAL",,
"1119981",,"11310","224 STREET NW","N","4670","WINTERBURN INDUSTRIAL AREA WEST","Nakota Isga Ward","574000","53.562174185464904","-113.70368035140774","POINT (-113.70368035140774 53.562174185464904)","100",,,"COMMERCIAL",,
"1168491",,"7227","180 STREET NW","N","4270","LYMBURN","sipiwiyiniwak Ward","189500","53.5060687848183","-113.63253922809203","POINT (-113.63253922809203 53.5060687848183)","100",,,"RESIDENTIAL",,
"1255207",,"8916","154 STREET NW","Y","4230","JASPER PARK","sipiwiyiniwak Ward","335000","53.52184489685747","-113.587311624711","POINT (-113.587311624711 53.52184489685747)","100",,,"RESIDENTIAL",,
"1282557","1","2703","79 STREET NW","N","6470","MEYONOHK","Karhiio Ward","141000","53.457748444411344","-113.45252934111195","POINT (-113.45252934111195 53.457748444411344)","100",,,"RESIDENTIAL",,
"1142843",,"15611","87 AVENUE NW","Y","4280","LYNNWOOD","sipiwiyiniwak Ward","290500","53.51919112714432","-113.59072648556104","POINT (-113.59072648556104 53.51919112714432)","100",,,"RESIDENTIAL",,
"1206655","52","1820","56 STREET NW","N","6460","MEYOKUMIN","Karhiio Ward","177500","53.448883237050815","-113.42620353199626","POINT (-113.42620353199626 53.448883237050815)","100",,,"RESIDENTIAL",,
"1280254",,"9538","154 STREET NW","Y","4580","WEST JASPER PLACE","Nakota Isga Ward","438000","53.532507343043015","-113.58730100169167","POINT (-113.58730100169167 53.532507343043015)","100",,,"RESIDENTIAL",,
"1241249","38","2204","118 STREET NW","N","5460","SKYRATTLER","Ipiihkoohkanipiaohtsi Ward","162000","53.45276524932354","-113.53139026050656","POINT (-113.53139026050656 53.45276524932354)","100",,,"RESIDENTIAL",,
"1222090","26","2115","118 STREET NW","N","5460","SKYRATTLER","Ipiihkoohkanipiaohtsi Ward","153000","53.45106722291874","-113.52948864664086","POINT (-113.52948864664086 53.45106722291874)","100",,,"RESIDENTIAL",,
"1087832",,"13905","122 AVENUE NW","N","3170","DOVERCOURT","Anirniq Ward","282000","53.573107412282496","-113.56158678307295","POINT (-113.56158678307295 53.573107412282496)","100",,,"RESIDENTIAL",,
"1117811",,"21203","107 AVENUE NW","N","4650","WINTERBURN INDUSTRIAL AREA EAST","Nakota Isga Ward","579000","53.55128630775335","-113.68432879011367","POINT (-113.68432879011367 53.55128630775335)","100",,,"COMMERCIAL",,
"1292333","204","17107","63 AVENUE NW","N","4080","CALLINGWOOD SOUTH","sipiwiyiniwak Ward","94000","53.49898412109566","-113.61930247119706","POINT (-113.61930247119706 53.49898412109566)","100",,,"RESIDENTIAL",,
"1014059",,"10408","13 AVENUE NW","Y","5030","BEARSPAW","Ipiihkoohkanipiaohtsi Ward","404000","53.44421310293528","-113.49442232181693","POINT (-113.49442232181693 53.44421310293528)","100",,,"RESIDENTIAL",,
"1214162",,,,"N","1070","CROMDALE","Métis Ward","8000","53.55591201019","-113.47031114606736","POINT (-113.47031114606736 53.55591201019)","100",,,"RESIDENTIAL",,
"1123447",,"2905","151 AVENUE NW","N","2430","KIRKNESS","Dene Ward","151000","53.613336929086664","-113.38158766215216","POINT (-113.38158766215216 53.613336929086664)","100",,,"RESIDENTIAL",,
"1201417",,"18607","54 AVENUE NW","N","4220","JAMIESON PLACE","sipiwiyiniwak Ward","281000","53.49062565504125","-113.64580689410731","POINT (-113.64580689410731 53.49062565504125)","100",,,"RESIDENTIAL",,
"1314111","1105","9917","110 STREET NW","N","1150","OLIVER","O-day'min Ward","200500","53.5379825975964","-113.50973998466505","POINT (-113.50973998466505 53.5379825975964)","100",,,"RESIDENTIAL",,
"1052034",,"4304","35 STREET NW","N","6370","KINISKI GARDENS","Sspomitapi Ward","305500","53.48221695833953","-113.39496541047724","POINT (-113.39496541047724 53.48221695833953)","100",,,"RESIDENTIAL",,
"1258904",,"173","CENTENNIAL COURT NW","N","4060","BRITANNIA YOUNGSTOWN","Nakota Isga Ward","156000","53.54767180705669","-113.61051384692745","POINT (-113.61051384692745 53.54767180705669)","100",,,"RESIDENTIAL",,
"1297357",,"9602","151 STREET NW","Y","4580","WEST JASPER PLACE","Nakota Isga Ward","326500","53.53323165222146","-113.5820317956077","POINT (-113.5820317956077 53.53323165222146)","100",,,"RESIDENTIAL",,
"1236066",,"9304","168 STREET NW","Y","4590","WEST MEADOWLARK PARK","sipiwiyiniwak Ward","360500","53.5286242435368","-113.61167476988406","POINT (-113.61167476988406 53.5286242435368)","100",,,"RESIDENTIAL",,
"1160167",,"5002","31 AVENUE NW","N","6720","TAWA","Karhiio Ward","10022500","53.4627805861128","-113.42215024986686","POINT (-113.42215024986686 53.4627805861128)","100",,,"RESIDENTIAL",,
"1164938",,"7908","169A STREET NW","Y","4140","ELMWOOD","sipiwiyiniwak Ward","374500","53.51415509952942","-113.61277086925524","POINT (-113.61277086925524 53.51415509952942)","100",,,"RESIDENTIAL",,
"1011568",,"237","WESTRIDGE ROAD NW","Y","4610","WESTRIDGE","sipiwiyiniwak Ward","636500","53.50989631154096","-113.61110488042065","POINT (-113.61110488042065 53.50989631154096)","100",,,"RESIDENTIAL",,
"1314392",,"9626","158 STREET NW","Y","4180","GLENWOOD","Nakota Isga Ward","299500","53.53393997397031","-113.59431880395718","POINT (-113.59431880395718 53.53393997397031)","100",,,"RESIDENTIAL",,
"1160357",,"16202","79A AVENUE NW","Y","4140","ELMWOOD","sipiwiyiniwak Ward","263000","53.513112528878594","-113.60141738327678","POINT (-113.60141738327678 53.513112528878594)","100",,,"RESIDENTIAL",,
"1070887",,"18410","8A AVENUE SW","N","5570","WINDERMERE","pihêsiwin Ward","2228000","53.42677781685584","-113.64072324821461","POINT (-113.64072324821461 53.42677781685584)","100",,,"RESIDENTIAL",,
"1091412",,"14662","54 STREET NW","N","2130","CASSELMAN","Dene Ward","158500","53.60977005024769","-113.42276746215013","POINT (-113.42276746215013 53.60977005024769)","100",,,"RESIDENTIAL",,
"1179670",,"8406","163 STREET NW","Y","4140","ELMWOOD","sipiwiyiniwak Ward","313500","53.51812375784261","-113.60449310289953","POINT (-113.60449310289953 53.51812375784261)","100",,,"RESIDENTIAL",,
"1164847",,"16823","79A AVENUE NW","Y","4140","ELMWOOD","sipiwiyiniwak Ward","386000","53.51378668539643","-113.61331060932638","POINT (-113.61331060932638 53.51378668539643)","100",,,"RESIDENTIAL",,
"1312404",,"3536","42 STREET NW","N","6530","MINCHAU","Sspomitapi Ward","167000","53.46633026631348","-113.40715554189848","POINT (-113.40715554189848 53.46633026631348)","100",,,"RESIDENTIAL",,
"1065143",,,,"N","5200","GARNEAU","papastew Ward","5500","53.51584446927477","-113.51864046956135","POINT (-113.51864046956135 53.51584446927477)","100",,,"RESIDENTIAL",,
"1178219","2107","10135","SASKATCHEWAN DRIVE NW","N","5480","STRATHCONA","papastew Ward","162000","53.5241732479624","-113.4926579174034","POINT (-113.4926579174034 53.5241732479624)","100",,,"RESIDENTIAL",,
"1222686",,"8910","168 STREET NW","Y","4590","WEST MEADOWLARK PARK","sipiwiyiniwak Ward","325000","53.52485664183897","-113.61295777150393","POINT (-113.61295777150393 53.52485664183897)","100",,,"RESIDENTIAL",,
"1095884",,"17616","95 STREET NW","Y","2450","LAGO LINDO","tastawiyiniwak Ward","323000","53.6389947362155","-113.48879854543844","POINT (-113.48879854543844 53.6389947362155)","100",,,"RESIDENTIAL",,
"1268317",,"9035","151 STREET NW","Y","4230","JASPER PARK","sipiwiyiniwak Ward","284000","53.52421581622192","-113.58106188609257","POINT (-113.58106188609257 53.52421581622192)","100",,,"RESIDENTIAL",,
"1289313",,"9231","153 STREET NW","Y","4500","SHERWOOD","sipiwiyiniwak Ward","380000","53.52765628168827","-113.58457114276389","POINT (-113.58457114276389 53.52765628168827)","100",,,"RESIDENTIAL",,
"1099498",,"14707","17 STREET NE","Y","2690","RURAL NORTH EAST SOUTH STURGEON","Dene Ward","1477000","53.610254960066094","-113.3185026600762","POINT (-113.3185026600762 53.610254960066094)","66","29","5","RESIDENTIAL","COMMERCIAL","COMMERCIAL"
"1012822",,"108","WESTRIDGE ROAD NW","Y","4610","WESTRIDGE","sipiwiyiniwak Ward","505000","53.507524659336624","-113.61376969009","POINT (-113.61376969009 53.507524659336624)","100",,,"RESIDENTIAL",,
"1067461",,"4004","41 AVENUE SW","N","6663","DECOTEAU","Sspomitapi Ward","11000","53.39921667741123","-113.40423039257355","POINT (-113.40423039257355 53.39921667741123)","100",,,"FARMLAND",,
"1207752",,"9333","162 STREET NW","Y","4310","MEADOWLARK PARK","sipiwiyiniwak Ward","350000","53.53009922621381","-113.60092469972847","POINT (-113.60092469972847 53.53009922621381)","100",,,"RESIDENTIAL",,
"1121664",,"15006","84 AVENUE NW","Y","4280","LYNNWOOD","sipiwiyiniwak Ward","386000","53.51715972399741","-113.57990191548666","POINT (-113.57990191548666 53.51715972399741)","100",,,"RESIDENTIAL",,
"1031137","202","11624","124 STREET NW","N","3240","INGLEWOOD","Anirniq Ward","99500","53.567567393182486","-113.53644187216844","POINT (-113.53644187216844 53.567567393182486)","100",,,"RESIDENTIAL",,
"1126044",,"231","LYNNWOOD WAY NW","Y","4280","LYNNWOOD","sipiwiyiniwak Ward","380500","53.5139276215036","-113.58032166981725","POINT (-113.58032166981725 53.5139276215036)","100",,,"RESIDENTIAL",,
"1305713","54","4610","17 AVENUE NW","N","6580","POLLARD MEADOWS","Sspomitapi Ward","186000","53.44696807240939","-113.40822238136654","POINT (-113.40822238136654 53.44696807240939)","100",,,"RESIDENTIAL",,
"1122688",,"15222","86 AVENUE NW","Y","4280","LYNNWOOD","sipiwiyiniwak Ward","333500","53.51878299552556","-113.58374920876916","POINT (-113.58374920876916 53.51878299552556)","100",,,"RESIDENTIAL",,
